policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH102042,35,26-35,Female,Married,Informal Trader,Bulawayo,117.11,3,Premium,Quarterly,Agent,60,21.61,60.51,0.1845,22,1,3,0,1,0,0,22,0.852,1,0.096,0
PH102043,43,36-45,Male,Married,Informal Trader,Matabeleland North,197.54,1,Standard,Monthly,Branch,48,12.27,12.27,0.0621,9,3,3,2,1,1,1,70,0.308,0,0.112,0
PH102044,31,26-35,Female,Single,Formally Employed,Mashonaland West,666.18,1,Standard,Monthly,Agent,103,11.45,11.45,0.0172,4,0,0,1,1,1,0,68,0.536,1,0.019,0
PH102045,54,46-60,Male,Single,Formally Employed,Midlands,860.53,3,Standard,Monthly,Branch,19,12.86,12.86,0.0149,0,0,2,2,0,0,0,79,0.211,0,0.133,1
PH102046,41,36-45,Female,Married,Farmer,Mashonaland West,213.41,4,Standard,Monthly,Website,15,11.34,11.34,0.0531,0,1,3,3,0,0,1,28,0.726,1,0.054,0
PH102047,41,36-45,Female,Married,Informal Trader,Bulawayo,292.92,2,Basic,Monthly,Referral,23,5.25,5.25,0.0179,28,4,4,0,1,3,0,47,0.518,0,0.226,0
PH102048,37,36-45,Male,Married,Self Employed,Mashonaland East,178.45,4,Basic,Monthly,Referral,32,7.9,7.9,0.0443,4,1,5,1,0,0,1,57,0.207,0,0.162,1
PH102049,43,36-45,Female,Married,Unemployed,Mashonaland West,103.39,4,Standard,Monthly,Agent,61,11.58,11.58,0.112,0,3,1,1,1,1,1,42,0.441,0,0.091,0
PH102050,51,46-60,Female,Married,Informal Trader,Masvingo,381.73,3,Premium,Quarterly,Website,15,20.68,57.9,0.0542,0,0,2,1,1,0,1,77,0.602,0,0.038,0
PH102051,31,26-35,Male,Single,Formally Employed,Mashonaland West,505.42,2,Premium,Quarterly,Branch,25,19.28,53.98,0.0381,20,4,2,2,0,0,0,37,0.767,1,0.076,1
PH102052,33,26-35,Female,Married,Informal Trader,Harare,458.19,3,Premium,Monthly,Mobile App,14,19.91,19.91,0.0435,23,1,4,1,1,0,0,64,0.929,1,0.076,0
PH102053,37,36-45,Male,Single,Informal Trader,Harare,82.42,4,Premium,Monthly,Website,68,17.47,17.47,0.212,0,1,1,0,0,0,0,73,0.731,1,0.031,0
PH102054,25,18-25,Female,Single,Formally Employed,Manicaland,191.14,2,Basic,Monthly,Agent,12,6.61,6.61,0.0346,0,2,0,2,0,1,0,56,0.341,0,0.064,0
PH102055,31,26-35,Male,Married,Farmer,Matabeleland South,151.53,2,Family,Monthly,Referral,25,25.89,25.89,0.1709,0,3,3,0,2,0,0,43,0.539,0,0.145,0
PH102056,35,26-35,Female,Single,Formally Employed,Bulawayo,335.45,2,Family,Monthly,Branch,27,23.11,23.11,0.0689,0,0,2,3,2,0,1,53,0.176,1,0.063,0
PH102057,51,46-60,Female,Widowed,Self Employed,Mashonaland West,542.65,2,Standard,Quarterly,Agent,41,12.3,34.44,0.0227,14,0,3,1,0,0,1,83,0.1,0,0.052,0
PH102058,44,36-45,Female,Single,Formally Employed,Matabeleland South,376.05,1,Basic,Monthly,Agent,17,6.37,6.37,0.0169,10,1,1,1,1,0,0,63,0.297,0,0.099,0
PH102059,43,36-45,Female,Single,Informal Trader,Midlands,108.66,2,Standard,Monthly,Mobile App,32,11.91,11.91,0.1096,5,2,4,1,0,1,0,31,0.7,0,0.129,0
PH102060,51,46-60,Female,Married,Self Employed,Matabeleland North,447.55,0,Standard,Monthly,Mobile App,58,14.29,14.29,0.0319,3,0,3,1,1,0,0,27,0.379,0,0.142,0
PH102061,39,36-45,Male,Married,Self Employed,Bulawayo,249.32,3,Basic,Biannual,Mobile App,30,7.48,40.39,0.03,14,3,6,3,0,1,0,80,0.534,1,0.088,0
PH102062,46,46-60,Female,Single,Unemployed,Mashonaland West,54.39,2,Standard,Biannual,Agent,22,12.29,66.37,0.226,13,5,1,1,1,1,0,69,0.349,0,0.325,0
PH102063,40,36-45,Female,Single,Formally Employed,Matabeleland South,640.83,1,Premium,Biannual,Agent,35,16.91,91.31,0.0264,10,0,3,2,1,0,0,35,0.916,1,0.044,0
PH102064,44,36-45,Female,Divorced,Unemployed,Harare,197.64,1,Premium,Monthly,Mobile App,103,18.6,18.6,0.0941,11,0,6,1,0,1,0,52,0.504,0,0.087,0
PH102065,34,26-35,Female,Married,Informal Trader,Harare,367.46,3,Basic,Quarterly,Agent,13,6.18,17.3,0.0168,34,0,7,1,1,0,1,44,0.552,1,0.2,1
PH102066,18,18-25,Female,Married,Farmer,Matabeleland North,136.56,0,Basic,Biannual,Agent,6,6.45,34.83,0.0472,0,3,2,0,0,0,0,92,0.758,0,0.057,0
PH102067,39,36-45,Female,Married,Informal Trader,Bulawayo,179.28,1,Standard,Monthly,Agent,32,9.82,9.82,0.0548,0,0,0,1,1,0,0,50,0.529,1,0.043,0
PH102068,58,46-60,Male,Single,Formally Employed,Matabeleland South,547.9,5,Family,Monthly,Agent,49,25.1,25.1,0.0458,17,1,5,2,0,0,0,64,0.449,0,0.122,0
PH102069,52,46-60,Male,Married,Formally Employed,Matabeleland South,583.59,3,Standard,Quarterly,Branch,26,13.3,37.24,0.0228,18,1,3,1,0,0,0,99,0.7,0,0.031,0
PH102070,53,46-60,Male,Married,Farmer,Mashonaland East,197.02,3,Premium,Annual,Agent,28,19.62,196.2,0.0996,40,4,5,1,1,0,0,47,0.482,0,0.299,0
PH102071,56,46-60,Male,Widowed,Unemployed,Bulawayo,192.3,3,Basic,Annual,Referral,82,6.72,67.2,0.0349,0,2,5,0,1,1,0,36,0.443,1,0.099,0
PH102072,42,36-45,Female,Single,Self Employed,Manicaland,45.0,2,Standard,Monthly,Mobile App,33,11.1,11.1,0.2467,16,3,5,3,1,0,0,37,0.862,0,0.283,1
PH102073,43,36-45,Male,Widowed,Informal Trader,Harare,181.27,2,Family,Annual,Mobile App,34,24.64,246.4,0.1359,6,2,3,2,0,0,1,36,0.768,1,0.097,0
PH102074,34,26-35,Male,Single,Self Employed,Manicaland,756.62,2,Standard,Monthly,Agent,55,11.66,11.66,0.0154,16,1,3,0,0,0,0,69,0.553,0,0.052,0
PH102075,37,36-45,Female,Single,Farmer,Mashonaland West,218.58,2,Family,Monthly,Branch,28,24.76,24.76,0.1133,0,1,0,1,0,1,0,47,0.479,0,0.092,0
PH102076,48,46-60,Male,Single,Farmer,Manicaland,172.23,1,Standard,Annual,Branch,24,14.01,140.1,0.0813,7,0,3,1,0,2,1,42,0.841,0,0.067,0
PH102077,55,46-60,Male,Single,Farmer,Manicaland,267.43,2,Family,Biannual,Agent,45,27.3,147.42,0.1021,6,3,2,5,2,1,0,61,0.592,1,0.141,0
PH102078,39,36-45,Male,Divorced,Farmer,Masvingo,124.37,2,Basic,Quarterly,Agent,23,5.8,16.24,0.0466,0,2,3,2,2,0,0,61,0.662,0,0.117,0
PH102079,36,36-45,Male,Married,Farmer,Manicaland,45.0,1,Basic,Annual,Mobile App,17,6.45,64.5,0.1433,11,2,0,1,1,0,1,84,0.618,1,0.128,0
PH102080,41,36-45,Female,Single,Formally Employed,Manicaland,990.46,1,Basic,Quarterly,Agent,14,6.9,19.32,0.007,0,0,0,2,0,0,0,53,0.768,1,0.02,0
PH102081,48,46-60,Female,Divorced,Unemployed,Matabeleland South,68.47,3,Standard,Monthly,Agent,49,11.08,11.08,0.1618,9,0,2,2,0,2,0,48,0.271,1,0.155,0
PH102082,24,18-25,Female,Widowed,Informal Trader,Bulawayo,276.69,1,Basic,Annual,Branch,107,5.89,58.9,0.0213,4,0,2,1,0,1,0,75,0.619,1,0.013,0
PH102083,18,18-25,Male,Married,Farmer,Harare,237.37,1,Premium,Annual,Mobile App,11,17.98,179.8,0.0757,2,2,2,2,1,0,0,100,0.685,0,0.051,0
PH102084,34,26-35,Female,Divorced,Informal Trader,Matabeleland North,309.43,4,Family,Monthly,Mobile App,28,23.05,23.05,0.0745,11,1,2,0,1,0,0,59,0.392,0,0.089,0
PH102085,26,26-35,Male,Single,Formally Employed,Manicaland,307.15,6,Standard,Monthly,Referral,46,10.36,10.36,0.0337,13,3,3,1,0,0,1,50,0.583,1,0.065,0
PH102086,35,26-35,Male,Widowed,Informal Trader,Midlands,45.0,2,Basic,Monthly,Agent,40,6.84,6.84,0.152,2,0,5,2,1,0,0,91,0.875,0,0.051,1
PH102087,39,36-45,Male,Married,Informal Trader,Bulawayo,171.35,3,Family,Biannual,Referral,44,27.57,148.88,0.1609,0,1,2,3,1,1,0,36,0.849,0,0.083,0
PH102088,36,36-45,Male,Widowed,Formally Employed,Matabeleland North,455.5,2,Standard,Quarterly,Mobile App,40,11.93,33.4,0.0262,6,2,4,1,1,0,0,55,0.518,1,0.082,0
PH102089,58,46-60,Male,Married,Self Employed,Matabeleland South,397.44,1,Premium,Annual,Agent,36,18.57,185.7,0.0467,13,0,3,1,2,2,1,34,0.319,0,0.151,0
PH102090,45,36-45,Male,Married,Informal Trader,Matabeleland North,437.56,1,Family,Monthly,Website,68,24.74,24.74,0.0565,15,3,3,1,0,1,0,54,0.819,0,0.066,0
PH102091,45,36-45,Female,Married,Self Employed,Matabeleland North,331.71,1,Family,Quarterly,Branch,20,24.23,67.84,0.073,2,1,1,1,2,2,0,73,0.275,1,0.078,0
PH102092,48,46-60,Male,Single,Self Employed,Matabeleland North,415.4,3,Standard,Biannual,Agent,14,11.57,62.48,0.0279,0,0,2,0,0,0,1,28,0.507,1,0.031,0
PH102093,27,26-35,Male,Married,Formally Employed,Midlands,307.36,2,Premium,Monthly,Agent,48,18.78,18.78,0.0611,4,1,4,3,0,1,0,90,0.348,1,0.029,0
PH102094,53,46-60,Male,Single,Farmer,Bulawayo,160.19,3,Standard,Monthly,Branch,19,11.93,11.93,0.0745,9,3,5,0,1,0,0,56,0.112,0,0.247,0
PH102095,40,36-45,Female,Divorced,Unemployed,Matabeleland North,240.21,4,Standard,Monthly,Branch,9,10.03,10.03,0.0418,0,0,3,2,1,1,0,33,0.431,1,0.134,0
PH102096,49,46-60,Male,Married,Formally Employed,Mashonaland West,321.44,4,Standard,Quarterly,Referral,99,14.62,40.94,0.0455,7,0,3,3,0,0,1,49,0.557,0,0.026,0
PH102097,28,26-35,Female,Married,Unemployed,Masvingo,97.29,1,Standard,Quarterly,Agent,24,12.22,34.22,0.1256,0,0,3,0,0,2,0,42,0.829,0,0.099,0
PH102098,22,18-25,Female,Married,Informal Trader,Mashonaland East,380.29,2,Standard,Biannual,Branch,77,13.95,75.33,0.0367,4,0,1,4,0,0,0,47,0.505,0,0.025,0
PH102099,51,46-60,Male,Divorced,Formally Employed,Harare,793.08,1,Premium,Monthly,Agent,10,18.33,18.33,0.0231,4,2,4,1,1,0,0,0,0.879,1,0.093,0
PH102100,46,46-60,Male,Married,Self Employed,Mashonaland West,517.76,1,Basic,Monthly,Branch,45,7.06,7.06,0.0136,1,1,4,0,0,1,0,7,0.601,0,0.09,0
PH102101,30,26-35,Male,Married,Informal Trader,Manicaland,347.62,1,Standard,Biannual,Referral,25,11.61,62.69,0.0334,3,0,2,1,0,0,0,33,0.825,1,0.019,0
PH102102,31,26-35,Female,Widowed,Self Employed,Matabeleland South,167.14,2,Premium,Monthly,Branch,41,17.41,17.41,0.1042,21,1,3,1,0,1,0,45,0.366,1,0.05,0
PH102103,55,46-60,Male,Married,Unemployed,Mashonaland East,150.89,1,Family,Monthly,Branch,22,27.58,27.58,0.1828,5,2,1,4,1,0,0,99,0.738,0,0.201,0
PH102104,27,26-35,Male,Married,Self Employed,Bulawayo,327.74,2,Basic,Monthly,Mobile App,40,7.5,7.5,0.0229,41,2,3,2,1,0,0,49,0.46,0,0.142,0
PH102105,61,60+,Male,Married,Formally Employed,Mashonaland East,535.11,1,Family,Monthly,Agent,57,29.71,29.71,0.0555,2,0,1,1,0,2,0,48,0.384,0,0.054,0
PH102106,30,26-35,Female,Divorced,Farmer,Manicaland,192.08,3,Family,Quarterly,Referral,30,22.13,61.96,0.1152,0,0,0,3,2,0,0,27,0.836,0,0.053,0
PH102107,49,46-60,Male,Married,Formally Employed,Manicaland,347.19,2,Standard,Quarterly,Branch,38,13.49,37.77,0.0389,19,2,2,1,1,0,0,60,0.702,0,0.085,0
PH102108,37,36-45,Male,Single,Informal Trader,Mashonaland West,75.0,2,Premium,Monthly,Mobile App,16,15.73,15.73,0.2097,0,1,2,0,2,1,0,37,0.28,0,0.355,1
PH102109,48,46-60,Female,Widowed,Formally Employed,Harare,434.97,1,Standard,Quarterly,Website,30,14.08,39.42,0.0324,2,3,1,1,0,0,0,88,0.634,1,0.058,0
PH102110,34,26-35,Female,Married,Self Employed,Mashonaland West,409.22,0,Family,Monthly,Branch,34,24.0,24.0,0.0586,0,1,0,5,0,0,0,47,0.738,0,0.107,0
PH102111,39,36-45,Female,Married,Self Employed,Matabeleland North,45.0,0,Premium,Monthly,Branch,80,18.96,18.96,0.4213,5,1,2,3,2,0,0,47,0.408,0,0.243,0
PH102112,41,36-45,Male,Widowed,Formally Employed,Matabeleland South,339.59,3,Basic,Biannual,Mobile App,18,5.0,27.0,0.0147,31,3,5,0,0,0,0,67,0.655,1,0.126,0
PH102113,29,26-35,Female,Single,Self Employed,Harare,335.04,3,Standard,Monthly,Agent,18,10.02,10.02,0.0299,13,1,0,1,0,0,0,53,0.896,0,0.081,0
PH102114,50,46-60,Female,Married,Formally Employed,Bulawayo,553.19,1,Standard,Monthly,Agent,34,13.43,13.43,0.0243,6,1,3,1,1,0,0,0,0.675,0,0.185,0
PH102115,35,26-35,Male,Married,Informal Trader,Bulawayo,179.2,3,Basic,Quarterly,Referral,29,6.86,19.21,0.0383,1,3,3,3,0,0,0,54,0.669,0,0.036,0
PH102116,38,36-45,Female,Widowed,Informal Trader,Masvingo,325.43,0,Premium,Monthly,Agent,22,18.11,18.11,0.0556,0,0,0,2,1,1,0,67,0.393,0,0.038,0
PH102117,29,26-35,Male,Single,Formally Employed,Harare,500.5,1,Basic,Monthly,Branch,64,6.84,6.84,0.0137,31,1,8,0,0,1,0,54,0.624,0,0.079,0
PH102118,18,18-25,Female,Married,Farmer,Harare,306.93,1,Standard,Monthly,Agent,16,13.25,13.25,0.0432,0,1,5,2,1,0,0,64,0.481,0,0.067,0
PH102119,39,36-45,Male,Widowed,Formally Employed,Bulawayo,354.61,2,Premium,Annual,Agent,11,18.8,188.0,0.053,17,0,6,3,0,0,0,75,0.528,0,0.076,0
PH102120,70,60+,Female,Single,Formally Employed,Mashonaland East,399.17,3,Family,Monthly,Mobile App,19,28.14,28.14,0.0705,7,2,1,0,1,0,0,59,0.751,1,0.045,0
PH102121,50,46-60,Male,Single,Informal Trader,Bulawayo,318.44,2,Premium,Monthly,Branch,53,19.04,19.04,0.0598,11,0,0,1,0,2,0,93,0.836,0,0.032,0
PH102122,41,36-45,Female,Divorced,Self Employed,Mashonaland East,206.5,2,Premium,Quarterly,Agent,46,17.67,49.48,0.0856,26,4,3,1,0,1,1,76,0.584,0,0.083,0
PH102123,38,36-45,Male,Married,Self Employed,Manicaland,368.67,0,Family,Biannual,Referral,34,24.95,134.73,0.0677,0,1,3,2,0,0,0,32,0.407,0,0.083,1
PH102124,41,36-45,Female,Divorced,Formally Employed,Manicaland,628.22,1,Standard,Monthly,Mobile App,12,11.41,11.41,0.0182,13,1,3,0,0,0,0,71,0.255,0,0.076,0
PH102125,48,46-60,Female,Single,Unemployed,Matabeleland South,80.0,2,Family,Monthly,Agent,26,24.78,24.78,0.3098,0,2,3,0,0,0,0,51,0.733,1,0.186,0
PH102126,27,26-35,Male,Married,Informal Trader,Matabeleland North,289.36,5,Basic,Monthly,Branch,35,6.83,6.83,0.0236,33,3,6,0,1,0,0,40,0.132,0,0.199,0
PH102127,54,46-60,Female,Married,Formally Employed,Matabeleland South,449.68,2,Family,Monthly,Referral,22,27.84,27.84,0.0619,6,2,6,1,0,3,0,75,0.754,0,0.035,0
PH102128,50,46-60,Female,Married,Self Employed,Harare,629.63,3,Basic,Quarterly,Agent,47,9.95,27.86,0.0158,0,1,5,1,0,0,0,52,0.782,1,0.028,0
PH102129,50,46-60,Male,Married,Unemployed,Mashonaland West,124.91,2,Family,Monthly,Branch,6,26.3,26.3,0.2106,5,1,2,1,1,0,0,40,0.562,0,0.26,1
PH102130,46,46-60,Male,Married,Informal Trader,Mashonaland East,314.05,4,Basic,Monthly,Agent,8,8.14,8.14,0.0259,12,3,4,1,1,1,0,63,0.6,0,0.246,0
PH102131,41,36-45,Female,Widowed,Formally Employed,Matabeleland South,419.94,4,Basic,Quarterly,Agent,52,6.14,17.19,0.0146,27,2,2,4,0,0,1,85,0.44,1,0.067,0
PH102132,49,46-60,Male,Single,Self Employed,Manicaland,291.95,3,Basic,Monthly,Referral,29,7.71,7.71,0.0264,4,0,0,1,0,0,0,36,0.355,0,0.125,0
PH102133,48,46-60,Male,Married,Formally Employed,Mashonaland West,490.79,1,Basic,Annual,Website,73,6.62,66.2,0.0135,0,1,5,1,0,0,0,100,0.85,0,0.012,0
PH102134,37,36-45,Male,Single,Informal Trader,Matabeleland North,181.9,0,Standard,Monthly,Agent,74,13.08,13.08,0.0719,20,2,3,0,0,1,0,39,0.654,0,0.064,0
PH102135,34,26-35,Male,Married,Unemployed,Mashonaland West,182.04,5,Standard,Monthly,Website,86,11.2,11.2,0.0615,8,0,4,0,1,0,0,49,0.581,0,0.088,0
PH102136,42,36-45,Male,Single,Self Employed,Matabeleland South,579.9,0,Family,Biannual,Agent,34,23.43,126.52,0.0404,7,3,0,2,1,0,0,70,0.656,0,0.037,0
PH102137,60,46-60,Male,Married,Self Employed,Bulawayo,392.24,2,Standard,Monthly,Branch,72,12.29,12.29,0.0313,11,0,1,2,1,0,1,43,0.624,0,0.033,0
PH102138,26,26-35,Female,Married,Farmer,Masvingo,175.87,0,Basic,Monthly,Mobile App,42,8.22,8.22,0.0467,0,0,5,3,0,2,1,84,0.551,0,0.031,0
PH102139,23,18-25,Female,Single,Informal Trader,Mashonaland West,277.32,5,Premium,Quarterly,Branch,9,17.17,48.08,0.0619,6,3,2,2,0,0,0,42,0.734,0,0.108,0
PH102140,43,36-45,Male,Single,Informal Trader,Matabeleland South,97.07,7,Basic,Monthly,Website,20,6.5,6.5,0.067,1,1,2,2,0,0,0,59,0.447,0,0.138,0
PH102141,42,36-45,Female,Married,Formally Employed,Midlands,313.73,1,Family,Monthly,Branch,59,25.76,25.76,0.0821,0,1,5,1,0,0,1,73,0.889,0,0.016,0
PH102142,43,36-45,Female,Married,Informal Trader,Matabeleland North,119.05,2,Standard,Biannual,Branch,17,11.23,60.64,0.0943,10,1,3,0,1,1,0,57,0.276,0,0.152,0
PH102143,44,36-45,Female,Widowed,Informal Trader,Midlands,160.95,3,Standard,Monthly,Referral,42,10.08,10.08,0.0626,0,0,2,3,1,0,0,52,0.4,0,0.021,0
PH102144,38,36-45,Male,Married,Self Employed,Mashonaland West,275.74,1,Basic,Biannual,Agent,38,7.3,39.42,0.0265,0,2,2,1,1,0,0,35,0.633,0,0.052,0
PH102145,59,46-60,Male,Single,Farmer,Mashonaland West,91.42,2,Basic,Biannual,Branch,21,5.41,29.21,0.0592,8,2,3,2,1,0,0,40,0.555,0,0.128,1
PH102146,22,18-25,Female,Married,Farmer,Mashonaland East,193.38,5,Premium,Monthly,Mobile App,146,19.8,19.8,0.1024,13,2,3,0,0,1,1,19,0.459,0,0.027,0
PH102147,31,26-35,Female,Single,Informal Trader,Bulawayo,226.81,0,Standard,Quarterly,Website,85,10.69,29.93,0.0471,6,0,5,3,1,0,0,0,0.38,0,0.091,1
PH102148,40,36-45,Female,Married,Informal Trader,Matabeleland South,318.73,3,Family,Annual,Branch,26,24.12,241.2,0.0757,0,1,5,3,1,0,0,91,0.519,0,0.086,0
PH102149,21,18-25,Female,Divorced,Self Employed,Manicaland,397.95,4,Standard,Monthly,Referral,14,10.34,10.34,0.026,3,2,1,0,1,1,0,49,0.286,1,0.061,0
PH102150,39,36-45,Male,Married,Formally Employed,Manicaland,704.21,1,Family,Quarterly,Branch,5,24.72,69.22,0.0351,18,0,2,1,1,0,1,50,0.897,0,0.05,0
PH102151,61,60+,Female,Married,Self Employed,Manicaland,480.1,4,Family,Monthly,Agent,28,28.5,28.5,0.0594,20,1,0,1,1,0,0,96,0.848,0,0.034,0
PH102152,41,36-45,Male,Single,Unemployed,Matabeleland North,260.51,1,Basic,Monthly,Referral,46,7.66,7.66,0.0294,2,2,1,1,2,0,0,37,0.578,0,0.161,0
PH102153,44,36-45,Male,Married,Self Employed,Masvingo,184.51,1,Premium,Monthly,Mobile App,19,17.62,17.62,0.0955,0,0,0,2,0,0,0,36,0.413,1,0.048,0
PH102154,26,26-35,Female,Widowed,Farmer,Harare,319.74,5,Basic,Monthly,Branch,35,5.0,5.0,0.0156,27,1,7,7,1,0,0,59,0.735,0,0.302,0
PH102155,34,26-35,Male,Single,Formally Employed,Manicaland,167.7,1,Premium,Monthly,Referral,32,18.03,18.03,0.1075,36,4,6,0,0,0,1,40,0.584,0,0.196,0
PH102156,36,36-45,Male,Single,Self Employed,Mashonaland East,560.19,1,Premium,Monthly,Mobile App,45,19.34,19.34,0.0345,13,2,4,1,0,0,1,16,0.232,0,0.1,0
PH102157,37,36-45,Female,Married,Informal Trader,Bulawayo,296.02,2,Standard,Annual,Branch,42,11.55,115.5,0.039,7,2,3,0,1,4,0,40,0.297,1,0.107,1
PH102158,56,46-60,Male,Married,Informal Trader,Masvingo,222.86,0,Basic,Monthly,Mobile App,32,7.66,7.66,0.0344,0,1,1,0,0,0,0,8,0.669,0,0.043,0
PH102159,48,46-60,Female,Married,Farmer,Harare,241.03,2,Standard,Monthly,Mobile App,23,13.89,13.89,0.0576,10,2,1,2,0,0,0,84,0.739,0,0.127,0
PH102160,28,26-35,Female,Divorced,Farmer,Harare,170.91,2,Family,Monthly,Branch,64,24.8,24.8,0.1451,8,1,1,0,1,1,0,50,0.489,0,0.053,0
PH102161,44,36-45,Female,Single,Formally Employed,Matabeleland North,344.61,3,Family,Annual,Agent,49,24.74,247.4,0.0718,0,0,1,3,2,1,0,12,0.299,0,0.121,0
PH102162,47,46-60,Male,Married,Formally Employed,Mashonaland East,528.76,3,Premium,Monthly,Referral,52,19.19,19.19,0.0363,0,0,2,2,0,1,0,60,0.426,0,0.045,0
PH102163,55,46-60,Male,Married,Formally Employed,Harare,158.41,2,Basic,Quarterly,Branch,16,9.54,26.71,0.0602,0,0,3,1,1,0,0,80,0.441,0,0.114,0
PH102164,60,46-60,Male,Single,Informal Trader,Midlands,289.54,3,Family,Quarterly,Agent,37,25.26,70.73,0.0872,21,0,3,1,2,1,0,73,0.437,0,0.116,0
PH102165,29,26-35,Male,Married,Self Employed,Matabeleland South,358.67,2,Family,Monthly,Branch,44,23.26,23.26,0.0649,13,1,3,3,1,1,0,80,0.707,0,0.056,0
PH102166,31,26-35,Male,Single,Informal Trader,Midlands,210.78,1,Standard,Monthly,Agent,23,12.13,12.13,0.0575,21,1,6,2,0,0,0,43,0.55,0,0.253,0
PH102167,26,26-35,Female,Single,Self Employed,Harare,296.34,1,Basic,Monthly,Mobile App,6,5.0,5.0,0.0169,6,3,2,0,0,1,0,70,0.583,0,0.066,0
PH102168,38,36-45,Male,Single,Informal Trader,Harare,278.35,0,Family,Monthly,Agent,39,22.36,22.36,0.0803,11,0,4,0,0,0,1,50,0.652,1,0.046,0
PH102169,47,46-60,Female,Divorced,Unemployed,Harare,181.91,4,Family,Monthly,Agent,29,27.02,27.02,0.1485,5,1,5,4,0,1,0,76,0.827,1,0.096,0
PH102170,53,46-60,Male,Married,Informal Trader,Matabeleland North,517.39,1,Basic,Monthly,Referral,30,7.05,7.05,0.0136,0,1,3,0,1,0,0,46,0.741,0,0.089,0
PH102171,40,36-45,Female,Married,Informal Trader,Midlands,384.42,4,Family,Monthly,Mobile App,15,24.23,24.23,0.063,13,2,2,2,0,1,0,70,0.524,0,0.132,0
PH102172,37,36-45,Female,Married,Formally Employed,Manicaland,599.66,2,Standard,Monthly,Agent,24,10.89,10.89,0.0182,0,2,3,1,1,1,0,49,0.65,0,0.089,0
PH102173,43,36-45,Male,Married,Self Employed,Manicaland,246.06,4,Family,Monthly,Agent,72,24.74,24.74,0.1005,12,0,4,3,1,0,0,54,0.831,0,0.07,0
PH102174,31,26-35,Male,Married,Informal Trader,Manicaland,178.4,3,Standard,Quarterly,Website,44,11.13,31.16,0.0624,0,0,2,1,2,0,0,49,0.8,1,0.022,0
PH102175,66,60+,Female,Divorced,Self Employed,Bulawayo,379.23,1,Standard,Monthly,Referral,64,13.78,13.78,0.0363,17,3,5,2,1,1,0,52,0.412,0,0.15,0
PH102176,22,18-25,Female,Married,Farmer,Mashonaland East,264.4,2,Basic,Monthly,Branch,58,7.53,7.53,0.0285,13,1,5,5,1,0,0,41,0.278,0,0.105,1
PH102177,43,36-45,Female,Married,Farmer,Midlands,174.73,0,Family,Annual,Branch,12,25.77,257.7,0.1475,0,1,2,2,2,0,1,75,0.694,0,0.11,0
PH102178,65,60+,Male,Single,Unemployed,Matabeleland South,191.14,2,Standard,Monthly,Agent,41,13.95,13.95,0.073,9,3,5,1,1,0,0,51,0.401,0,0.196,1
PH102179,41,36-45,Male,Married,Self Employed,Manicaland,265.78,1,Family,Monthly,Branch,39,25.43,25.43,0.0957,8,2,1,2,0,1,0,40,0.607,0,0.047,0
PH102180,39,36-45,Female,Married,Informal Trader,Midlands,98.87,4,Basic,Monthly,Agent,95,10.03,10.03,0.1014,29,3,5,1,0,0,0,75,0.856,0,0.057,0
PH102181,37,36-45,Female,Divorced,Self Employed,Mashonaland East,556.18,0,Premium,Biannual,Website,38,17.97,97.04,0.0323,4,3,0,1,0,1,0,46,0.57,0,0.047,0
PH102182,39,36-45,Male,Single,Formally Employed,Harare,492.51,2,Standard,Monthly,Agent,35,11.0,11.0,0.0223,10,0,2,1,0,0,0,65,0.62,0,0.127,0
PH102183,57,46-60,Female,Single,Self Employed,Mashonaland West,331.22,0,Basic,Monthly,Branch,18,7.7,7.7,0.0232,0,1,4,2,0,0,0,29,0.609,0,0.042,0
PH102184,18,18-25,Male,Married,Formally Employed,Matabeleland North,203.24,0,Basic,Monthly,Agent,38,7.05,7.05,0.0347,11,1,1,2,1,0,1,78,0.422,0,0.064,0
PH102185,59,46-60,Male,Single,Self Employed,Manicaland,547.4,1,Basic,Monthly,Agent,40,7.73,7.73,0.0141,20,1,2,0,1,0,0,31,0.095,0,0.143,0
PH102186,24,18-25,Male,Single,Self Employed,Mashonaland East,784.39,0,Premium,Monthly,Agent,19,15.84,15.84,0.0202,19,4,7,1,0,0,0,66,0.88,0,0.048,0
PH102187,38,36-45,Male,Widowed,Farmer,Manicaland,269.48,1,Standard,Quarterly,Agent,51,11.35,31.78,0.0421,9,2,2,0,1,0,1,72,0.7,0,0.031,0
PH102188,36,36-45,Female,Married,Self Employed,Matabeleland North,271.96,3,Basic,Monthly,Agent,48,6.21,6.21,0.0228,10,2,6,0,1,0,0,58,0.192,1,0.118,0
PH102189,48,46-60,Male,Widowed,Farmer,Matabeleland North,243.76,2,Basic,Monthly,Referral,73,6.49,6.49,0.0266,11,0,2,4,1,0,0,34,0.694,0,0.077,1
PH102190,22,18-25,Male,Widowed,Formally Employed,Mashonaland East,551.3,0,Standard,Monthly,Website,25,9.31,9.31,0.0169,11,0,4,5,1,1,0,26,0.208,0,0.162,0
